# Request-trip-vehicle graph file
# Requests = 164; - origin destination station_origin station_dest time_req assigned? vehicle prediction?- 
 40.7197 -73.9866   40.748 -74.0049 1312  40.7196 -73.9868 480  40.7477 -74.0042 0 1 295 0
 40.7582 -73.9936  40.7539 -73.9798 990  40.7578 -73.9931 1681  40.7542 -73.9804 0 1 186 0
40.7796 -73.956  40.7873 -73.9775 2768  40.7795 -73.9556 1815  40.7871 -73.9777 0 1 205 0
  40.763 -73.9837  40.7486 -73.9737 1496  40.7627 -73.9832 2059  40.7485 -73.9731 0 1 610 0
 40.7615 -73.9983  40.8072 -73.9463 768  40.7614 -73.9978 3207 40.8071 -73.946 0 1 59 0
  40.763 -73.9827  40.7639 -73.9621 1517  40.7634 -73.9828 2498  40.7637 -73.9621 0 1 112 0
 40.7501 -74.0024   40.732 -73.9862 562  40.7502 -74.0023 1371  40.7317 -73.9854 0 1 249 0
 40.7517 -73.9765 40.7642 -73.996 1898  40.7514 -73.9761 847  40.764 -73.996 0 1 313 0
  40.751 -73.9716  40.7231 -73.9827 2141  40.7511 -73.9713 1534  40.7233 -73.9825 0 1 163 0
  40.735 -73.9879  40.7862 -73.9425 1253  40.7353 -73.9878 3398  40.7864 -73.9424 0 1 826 0
 40.7583 -73.9701  40.7614 -73.9768 2175   40.759 -73.9705 1910  40.7604 -73.9758 0 1 671 0
 40.7361 -74.0014  40.7689 -73.9888 605  40.7358 -74.0016 1218  40.7691 -73.9886 0 1 239 0
 40.7468 -73.9714  40.7378 -73.9812 2150  40.7469 -73.9712 1652  40.7379 -73.9809 0 1 128 0
 40.7263 -73.9857  40.7063 -74.0071 1343  40.7264 -73.9862 318  40.7064 -74.0071 0 1 556 0
40.7303 -74.007  40.7255 -74.0057 335  40.7302 -74.0069 397  40.7257 -74.0058 0 1 700 0
 40.7275 -74.0016  40.7376 -73.9993 613  40.7277 -74.0014 664  40.7379 -74.0002 0 1 612 0
 40.7436 -74.0073  40.7648 -73.9955 314  40.7435 -74.0072 868  40.7646 -73.9955 0 1 149 0
 40.7334 -74.0041  40.7373 -74.0082 476  40.7334 -74.0042 254   40.737 -74.0083 0 1 702 0
 40.7846 -73.9499 40.7988 -73.942 3027  40.7845 -73.9498 3439  40.7986 -73.9416 0 1 331 0
 40.7615 -73.9748  40.7706 -73.9904 1968  40.7617 -73.9749 1090   40.771 -73.9909 0 1 289 0
 40.7617 -73.9823  40.7325 -73.9878 1518  40.7617 -73.9828 1261  40.7326 -73.9877 0 1 29 0
 40.7575 -73.9773   40.735 -73.9862 1818  40.7579 -73.9777 1339  40.7346 -73.9862 0 1 473 0
 40.7627 -73.9698  40.7647 -73.9622 2209  40.7629 -73.9697 2517  40.7644 -73.9616 0 1 103 0
  40.722 -73.9933  40.7415 -73.9979 983  40.7224 -73.9933 764  40.7411 -73.9979 0 1 337 0
  40.741 -74.0073  40.8117 -73.9509 302  40.7409 -74.0075 2957   40.812 -73.9515 0 1 719 0
  40.726 -74.0017  40.7396 -73.9953 600  40.7261 -74.0016 891 40.7399 -73.995 0 1 65 0
 40.7532 -73.9771  40.7609 -73.9876 1828  40.7537 -73.9774 1273  40.7604 -73.9875 0 1 111 0
 40.7477 -73.9892   40.783 -73.9805 1184  40.7479 -73.9892 1682  40.7831 -73.9804 0 1 695 0
 40.7144 -74.0144   40.728 -74.0056 46  40.7138 -74.0139 416  40.7279 -74.0054 0 1 422 0
40.7648 -73.984  40.7453 -73.9869 1439  40.7648 -73.9843 1307  40.7453 -73.9868 0 1 715 0
 40.7587 -73.9786  40.753 -73.983 1818  40.7579 -73.9777 1596  40.7522 -73.9818 0 1 383 0
 40.7751 -73.9634  40.7228 -74.0047 2460   40.775 -73.9631 467  40.7227 -74.0044 0 1 792 0
 40.7594 -73.9711  40.7602 -73.9809 2175   40.759 -73.9705 1678  40.7599 -73.9804 0 1 671 0
 40.7196 -74.0051  40.7556 -73.9647 430  40.7198 -74.0052 2403  40.7558 -73.9648 0 1 334 0
 40.7323 -74.0003  40.7728 -73.9533 652  40.7323 -74.0005 2899  40.7723 -73.9527 0 1 599 0
 40.7408 -74.0074  40.7504 -74.0028 302  40.7409 -74.0075 562  40.7502 -74.0023 0 1 17 0
40.7571 -73.972  40.7823 -73.9826 2114  40.7571 -73.9719 1530  40.7824 -73.9826 0 1 497 0
40.7431 -74.004  40.7255 -73.9927 486 40.7429 -74.004 992 40.7255 -73.993 0 1 832 0
 40.7654 -73.9659  40.7833 -73.9509 2369  40.7654 -73.9659 2990  40.7833 -73.9507 0 1 176 0
40.7233 -73.999  40.7425 -74.0041 719   40.723 -73.9988 486 40.7429 -74.004 0 1 722 0
40.7457 -73.988 40.7252 -73.994 1216   40.746 -73.9886 935  40.7247 -73.9942 0 1 227 0
 40.7597 -73.9729  40.7646 -73.9676 2082  40.7591 -73.9727 2271  40.7647 -73.9683 0 1 280 0
 40.7602 -73.9802 40.7579 -73.963 1678  40.7599 -73.9804 2466  40.7583 -73.9629 0 1 585 0
 40.7711 -73.9818  40.7741 -73.9575 1577 40.7714 -73.982 2705  40.7743 -73.9573 0 1 286 0
  40.736 -74.0015  40.7578 -73.9813 605  40.7358 -74.0016 1597   40.758 -73.9818 0 1 61 0
 40.7601 -73.9809  40.7935 -73.9695 1678  40.7599 -73.9804 2182   40.794 -73.9704 0 1 941 0
 40.7771 -73.9573  40.7279 -73.9792 2698  40.7769 -73.9575 1747 40.7281 -73.979 0 1 305 0
 40.7577 -73.9687  40.7766 -73.9897 2243  40.7583 -73.9689 1162  40.7762 -73.9896 0 1 320 0
 40.7313 -74.0066  40.7412 -74.0058 343  40.7309 -74.0067 419  40.7409 -74.0054 0 1 56 0
40.7761 -73.987  40.7676 -73.9832 1284   40.776 -73.9873 1540  40.7674 -73.9824 0 1 108 0
 40.7372 -73.9907  40.7579 -73.9719 1120  40.7371 -73.9903 2134  40.7577 -73.9715 0 1 325 0
 40.7521 -73.9791   40.774 -73.9634 1709  40.7521 -73.9798 2446  40.7744 -73.9635 0 1 798 0
 40.7337 -73.9881  40.7237 -73.9762 1205   40.734 -73.9888 1900 40.7237 -73.976 0 1 256 0
 40.7439 -73.9957 40.7363 -73.994 864  40.7441 -73.9956 966   40.736 -73.9936 0 1 174 0
 40.7424 -73.9967  40.7606 -73.9793 801 40.7422 -73.997 1721  40.7611 -73.9795 0 1 689 0
 40.7629 -73.9826  40.7654 -73.9816 1517  40.7634 -73.9828 1586 40.7655 -73.982 0 1 112 0
40.7602 -73.973   40.759 -73.9663 2031  40.7604 -73.9738 2371  40.7586 -73.9658 0 1 706 0
 40.7858 -73.9766  40.7756 -73.9861 1879  40.7857 -73.9764 1284   40.776 -73.9873 0 1 583 0
 40.7631 -73.9773  40.7221 -73.9934 1817  40.7636 -73.9777 983  40.7224 -73.9933 0 1 34 0
 40.7268 -73.9942 40.7347     -74 941  40.7266 -73.9941 671 40.7347     -74 0 1 423 0
 40.7398 -74.0052  40.7302 -73.9833 425    40.74 -74.0053 1480    40.73 -73.9835 0 1 82 0
 40.7398 -74.0057  40.7598 -73.9946 388 40.7401 -74.006 892 40.7603 -73.995 0 1 17 0
 40.7397 -73.9765    40.77 -73.9542 1864  40.7394 -73.9767 2833  40.7704 -73.9541 0 1 547 0
40.7137 -73.998  40.7139 -73.9773 754  40.7137 -73.9981 1822  40.7133 -73.9776 0 1 6 0
 40.7633 -73.9975  40.7474 -73.9876 807  40.7627 -73.9969 1232  40.7475 -73.9883 0 1 894 0
  40.723 -73.9982  40.7211 -73.9811 760 40.7227 -73.998 1644   40.721 -73.9811 0 1 600 0
   40.74 -74.0053    40.74 -74.0071 425    40.74 -74.0053 276  40.7403 -74.0079 0 1 515 0
 40.7413 -73.9867  40.7394 -73.9941 1270  40.7415 -73.9875 891 40.7399 -73.995 0 1 734 0
 40.7782 -73.9782 40.7926 -73.941 1782  40.7781 -73.9783 3469 40.7926 -73.941 0 1 529 0
 40.7192 -73.9973  40.7144 -73.9928 792  40.7193 -73.9973 1002  40.7144 -73.9928 0 1 641 0
 40.7413 -74.0063   40.765 -73.9843 330 40.7416 -74.007 1439  40.7648 -73.9843 0 1 17 0
 40.7565 -73.9721  40.7243 -74.0011 2095  40.7565 -73.9724 624  40.7242 -74.0011 0 1 173 0
 40.7627 -73.9701  40.7472 -73.9873 2200   40.763 -73.9699 1232  40.7475 -73.9883 0 1 79 0
 40.7318 -73.9949  40.7194 -74.0017 906  40.7316 -73.9948 586  40.7194 -74.0019 0 1 359 0
  40.776 -73.9609 40.7835 -73.979 2558  40.7757 -73.9606 1781  40.7831 -73.9783 0 1 427 0
 40.7281 -73.9847  40.7341 -73.9988 1404  40.7282 -73.9849 704  40.7341 -73.9992 2 1 451 0
 40.7308 -73.9822  40.7228 -73.9773 1533  40.7314 -73.9825 1855  40.7225 -73.9769 2 1 370 0
 40.7313 -73.9994   40.734 -73.9898 689  40.7311 -73.9996 1144  40.7345 -73.9899 5 1 490 0
 40.7691 -73.9631  40.7494 -73.9775 2458  40.7691 -73.9632 1827  40.7495 -73.9774 6 1 32 0
40.7412 -74.008 40.7377 -73.993 302  40.7409 -74.0075 1007  40.7373 -73.9927 6 1 51 0
 40.7456 -74.0086  40.7122 -74.0082 251  40.7454 -74.0083 261   40.712 -74.0081 6 1 361 0
 40.7654 -73.9913  40.7674 -73.9828 1067  40.7653 -73.9913 1540  40.7674 -73.9824 7 1 221 0
 40.7337 -74.0024  40.7896 -73.9481 550  40.7334 -74.0026 3102  40.7897 -73.9481 9 1 46 0
   40.73 -73.9973  40.7673 -73.9849 788  40.7299 -73.9974 1361  40.7679 -73.9857 10 1 27 0
 40.7681 -73.9641  40.7562 -73.9675 2427  40.7679 -73.9641 2305  40.7561 -73.9676 10 1 182 0
40.7423 -74.004   40.747 -74.0009 470  40.7423 -74.0044 637  40.7471 -74.0008 11 1 500 0
 40.7575 -73.9697  40.7469 -74.0046 2224  40.7577 -73.9694 459   40.747 -74.0047 13 1 52 0
 40.7667 -73.9674  40.7398 -73.9821 2324  40.7667 -73.9671 1562  40.7401 -73.9822 13 1 90 0
 40.7234 -73.9882  40.7511 -73.9684 1225  40.7233 -73.9885 2268  40.7507 -73.9684 13 1 15 0
 40.7714 -73.9652  40.7875 -73.9487 2383  40.7718 -73.9654 3040  40.7878 -73.9495 13 1 516 0
40.8079 -73.964  40.7982 -73.9645 2439   40.808 -73.9638 2440  40.7979 -73.9638 14 1 243 0
40.8506 -73.937  40.8415 -73.9406 3703  40.8504 -73.9367 3531  40.8411 -73.9399 14 1 169 0
40.7343 -73.991 40.7084 -74.007 1088   40.734 -73.9909 312  40.7087 -74.0073 17 1 730 0
 40.7719 -73.9791  40.7824 -73.9469 1739  40.7718 -73.9792 3109 40.7829 -73.948 17 1 87 0
 40.7359 -74.0016  40.7138 -73.9939 605  40.7358 -74.0016 953  40.7137 -73.9939 18 1 207 0
 40.7235 -73.9825   40.741 -74.0058 1534  40.7233 -73.9825 419  40.7409 -74.0054 19 1 510 0
 40.7508 -73.9747  40.7776 -73.9549 1999  40.7508 -73.9745 2799  40.7775 -73.9549 20 1 317 0
  40.761 -73.9823  40.7464 -73.9901 1518  40.7617 -73.9828 1135  40.7467 -73.9901 20 1 761 0
 40.7328 -73.9976  40.7392 -73.9869 759 40.7329 -73.998 1306  40.7395 -73.9868 21 1 601 0
 40.7313 -73.9864  40.7731 -73.9521 1352   40.731 -73.9859 2928   40.773 -73.9522 21 1 902 0
 40.7301 -73.9837  40.7731 -73.9581 1480    40.73 -73.9835 2663   40.773 -73.9583 22 1 152 0
 40.7512 -73.9931  40.7259 -74.0056 951  40.7515 -73.9939 397  40.7257 -74.0058 23 1 223 0
 40.7323 -74.0035  40.7502 -73.9913 508  40.7323 -74.0036 1080  40.7503 -73.9911 27 1 835 0
 40.7628 -73.9716  40.7565 -73.9924 2117   40.763 -73.9719 969  40.7571 -73.9936 28 1 31 0
   40.73 -73.9834  40.7791 -73.9471 1480    40.73 -73.9835 3135  40.7794 -73.9475 29 1 156 0
 40.7345 -73.9786  40.7195 -74.0001 1813   40.734 -73.9777 678  40.7192 -73.9998 29 1 43 0
 40.7422 -74.0045  40.7429 -73.9916 470  40.7423 -74.0044 1024  40.7436 -73.9923 29 1 191 0
 40.7582 -73.9841  40.7428 -73.9798 1392  40.7586 -73.9851 1702 40.7432  -73.98 30 1 676 0
 40.7582 -73.9841  40.7428 -73.9798 1392  40.7586 -73.9851 1702 40.7432  -73.98 30 1 676 0
 40.7452 -73.9985  40.7331 -74.0058 737  40.7453 -73.9985 396  40.7331 -74.0058 30 1 536 0
 40.7787 -73.9821  40.7703 -73.9803 1575  40.7788 -73.9821 1694  40.7705 -73.9801 31 1 324 0
 40.7389 -73.9802 40.7318  -73.99 1700 40.7392  -73.98 1129   40.732 -73.9902 32 1 177 0
 40.7809 -73.9763 40.7448 -74.002 1880  40.7807 -73.9764 564  40.7452 -74.0023 32 1 491 0
 40.7188 -74.0049  40.8177 -73.9456 447  40.7189 -74.0048 3226  40.8178 -73.9456 32 1 472 0
 40.7321 -73.9956 40.7132  -74.01 831  40.7323 -73.9964 176  40.7127 -74.0097 33 1 467 0
 40.7524 -73.9771  40.7468 -73.9808 1825  40.7521 -73.9776 1634  40.7471 -73.9812 33 1 378 0
 40.7392 -73.9894  40.7652 -73.9751 1156  40.7392 -73.9898 1891  40.7657 -73.9762 35 1 257 0
 40.7658 -73.9873  40.7411 -74.0075 1290   40.766 -73.9871 302  40.7409 -74.0075 35 1 201 0
 40.7519 -73.9755  40.7654 -73.9852 1924  40.7521 -73.9756 1439  40.7648 -73.9843 35 1 388 0
40.7188 -74.006  40.7556 -73.9783 363  40.7191 -74.0064 1746  40.756 -73.979 35 1 393 0
 40.7345 -74.0016  40.7495 -73.9919 614  40.7345 -74.0014 1042 40.7491 -73.992 36 1 136 0
40.7645  -73.98  40.7211 -73.9886 1677  40.7648 -73.9805 1221  40.7215 -73.9885 36 1 757 0
40.7602 -73.989  40.7638 -73.9591 1248  40.7598 -73.9879 2636   40.764 -73.9588 36 1 698 0
 40.7401 -73.9901  40.7426 -74.0043 1110  40.7403 -73.9905 470  40.7423 -74.0044 37 1 430 0
 40.7691 -73.9823  40.7422 -73.9796 1564  40.7689 -73.9822 1680  40.7426 -73.9804 38 1 81 0
 40.7313 -73.9886  40.7283 -73.9795 1214  40.7313 -73.9886 1747 40.7281 -73.979 38 1 471 0
40.7376 -73.984  40.7479 -73.9891 1448  40.7375 -73.9841 1184  40.7479 -73.9892 39 1 125 0
 40.7313 -73.9851  40.7534 -73.9671 1371  40.7317 -73.9854 2345  40.7531 -73.9667 39 1 364 0
  40.765 -73.9823  40.7352 -73.9983 1561  40.7647 -73.9822 744  40.7354 -73.9983 39 1 551 0
 40.7651 -73.9818 40.7579 -73.967 1586 40.7655 -73.982 2342  40.7574 -73.9667 39 1 757 0
  40.772 -73.9792   40.767 -73.9579 1739  40.7718 -73.9792 2718  40.7665 -73.9569 40 1 964 0
 40.7368 -73.9851  40.7799 -73.9524 1402  40.7364 -73.9849 2877 40.7801 -73.953 40 1 403 0
 40.7738 -73.9819  40.7832 -73.9724 1569  40.7738 -73.9821 2142  40.7827 -73.9713 41 1 147 0
 40.7292 -74.0025  40.7517 -73.9984 568  40.7297 -74.0022 776  40.7515 -73.9977 41 1 484 0
 40.7759 -73.9557 40.7218 -73.992 2759  40.7762 -73.9559 1028  40.7212 -73.9922 42 1 102 0
 40.7564 -73.9779  40.7616 -73.9811 1770  40.7567 -73.9786 1541  40.7623 -73.9824 44 1 958 0
40.7676 -73.984  40.7542 -73.9774 1516  40.7667 -73.9829 1847 40.7543 -73.977 44 1 308 0
 40.7269 -73.9855   40.735 -73.9888 1358   40.727 -73.9858 1233  40.7347 -73.9883 44 1 493 0
 40.7463 -73.9884  40.7634 -73.9885 1216   40.746 -73.9886 1199  40.7635 -73.9889 45 1 200 0
 40.7183 -73.9945  40.7348 -73.9968 903  40.7185 -73.9948 767   40.736 -73.9978 45 1 604 0
 40.7798 -73.9557  40.7819 -73.9457 2768  40.7795 -73.9556 3222  40.7819 -73.9457 45 1 563 0
 40.7438 -73.9959  40.7092 -74.0138 864  40.7441 -73.9956 43  40.7091 -74.0141 46 1 226 0
 40.7245 -73.9925  40.7748 -73.9539 1012  40.7241 -73.9926 2834  40.7746 -73.9541 46 1 341 0
 40.7551 -73.9747  40.7589 -73.9936 1946  40.7552 -73.9752 954   40.759 -73.9939 46 1 780 0
 40.7788 -73.9562  40.7145 -74.0086 2751  40.7788 -73.9561 242  40.7144 -74.0084 47 1 753 0
 40.7504 -73.9864  40.7536 -73.9722 1309  40.7511 -73.9868 2109  40.7539 -73.9722 47 1 100 0
 40.7723 -73.9557  40.7449 -73.9782 2769  40.7726 -73.9556 1767  40.7451 -73.9786 47 1 211 0
 40.7388 -73.9997  40.7317 -74.0033 681  40.7386 -73.9997 520  40.7317 -74.0033 48 1 932 0
 40.7304 -73.9947  40.8048 -73.9381 901  40.7304 -73.9948 3668  40.8044 -73.9374 48 1 801 0
 40.7297 -73.9883   40.734 -73.9987 1200  40.7299 -73.9889 704  40.7341 -73.9992 48 1 387 0
 40.7632 -73.9893  40.7861 -73.9709 1173  40.7629 -73.9894 2125  40.7872 -73.9717 49 1 477 0
 40.7226 -73.9886  40.7328 -74.0037 1211  40.7229 -73.9886 485 40.7329 -74.004 50 1 74 0
 40.7648 -73.9804  40.7201 -74.0102 1677  40.7648 -73.9805 144  40.7201 -74.0102 50 1 651 0
 40.7617 -73.9883  40.7397 -74.0022 1298  40.761 -73.987 556  40.7397 -74.0025 50 1 763 0
 40.7611 -73.9733  40.7445 -73.9759 2052   40.761 -73.9733 1906  40.7448 -73.9759 51 1 706 0
 40.7306 -74.0043  40.7485 -73.9881 474  40.7304 -74.0043 1238  40.7483 -73.9882 52 1 723 0
  40.765 -73.9728   40.765 -73.9728 2088  40.7649 -73.9726 2088  40.7649 -73.9726 54 1 140 0
 40.7487 -73.9829   40.742 -73.9828 1537  40.7484 -73.9825 1515   40.742 -73.9829 54 1 119 0
