# Request-trip-vehicle graph file
# Requests = 154; - origin destination station_origin station_dest time_req assigned? vehicle prediction?- 
 40.7197 -73.9866   40.748 -74.0049 1312  40.7196 -73.9868 480  40.7477 -74.0042 0 1 295 0
 40.7713 -73.9862 40.7458 -73.995 1354  40.7713 -73.9859 909  40.7454 -73.9947 0 1 725 0
 40.7582 -73.9936  40.7539 -73.9798 990  40.7578 -73.9931 1681  40.7542 -73.9804 0 1 186 0
 40.7859 -73.9765 40.7902 -73.969 1879  40.7857 -73.9764 2223  40.7903 -73.9694 0 1 441 0
40.7796 -73.956  40.7873 -73.9775 2768  40.7795 -73.9556 1815  40.7871 -73.9777 0 1 205 0
 40.7845 -73.9773  40.8003 -73.9657 1833  40.7845 -73.9774 2374  40.8004 -73.9657 0 1 322 0
  40.763 -73.9837  40.7486 -73.9737 1496  40.7627 -73.9832 2059  40.7485 -73.9731 0 1 715 0
 40.7615 -73.9983  40.8072 -73.9463 768  40.7614 -73.9978 3207 40.8071 -73.946 0 1 59 0
 40.7442 -73.9833  40.7784 -73.9483 1498  40.7446 -73.9832 3090  40.7782 -73.9484 0 1 142 0
  40.763 -73.9827  40.7639 -73.9621 1517  40.7634 -73.9828 2498  40.7637 -73.9621 0 1 757 0
 40.7501 -74.0024   40.732 -73.9862 562  40.7502 -74.0023 1371  40.7317 -73.9854 0 1 249 0
 40.7517 -73.9765 40.7642 -73.996 1898  40.7514 -73.9761 847  40.764 -73.996 0 1 313 0
  40.751 -73.9716  40.7231 -73.9827 2141  40.7511 -73.9713 1534  40.7233 -73.9825 0 1 163 0
  40.735 -73.9879  40.7862 -73.9425 1253  40.7353 -73.9878 3398  40.7864 -73.9424 0 1 826 0
 40.7583 -73.9701  40.7614 -73.9768 2175   40.759 -73.9705 1910  40.7604 -73.9758 0 1 497 0
 40.7361 -74.0014  40.7689 -73.9888 605  40.7358 -74.0016 1218  40.7691 -73.9886 0 1 207 0
 40.7374 -73.9886  40.7096 -74.0142 1217  40.7371 -73.9886 47  40.7095 -74.0139 0 1 655 0
 40.7468 -73.9714  40.7378 -73.9812 2150  40.7469 -73.9712 1652  40.7379 -73.9809 0 1 128 0
 40.7263 -73.9857  40.7063 -74.0071 1343  40.7264 -73.9862 318  40.7064 -74.0071 0 1 556 0
40.7303 -74.007  40.7255 -74.0057 335  40.7302 -74.0069 397  40.7257 -74.0058 0 1 700 0
